"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"122","RT @jrussellTV: Will the @HoustonRockets take the 3-1 lead over the @utahjazz? Utah committed 11 turnovers in the 1st half of Game 2 that l…",FALSE,0,NA,2018-05-06 22:32:08,FALSE,NA,"993257130739236864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Leevis_Island",3,TRUE,FALSE,NA,NA
"123","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:31:59,FALSE,NA,"993257093535752192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","n7tek",2642,TRUE,FALSE,NA,NA
"124","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:31:58,FALSE,NA,"993257089211478016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","icacharron",2642,TRUE,FALSE,NA,NA
"125","RT @utahjazz: .@RickyRubio9 has been a great ambassador this year for the #5ForTheFight campaign. ✋

Jazz fans, RT to vote #RickyRubio for…",FALSE,0,NA,2018-05-06 22:31:40,FALSE,NA,"993257014410133504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JodiOFarrell",588,TRUE,FALSE,NA,NA
"126","RT @NBA: Looking to even the series 2-2 with a W, the @utahjazz arrive for Game 4 (8pm/et @NBAonTNT). #TakeNote https://t.co/MhwvtQUQIZ",FALSE,0,NA,2018-05-06 22:31:26,FALSE,NA,"993256956621139968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PpRTPr3qYI6ztvT",111,TRUE,FALSE,NA,NA
"127","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:31:08,FALSE,NA,"993256880452587522",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moorethanjakeDO",2642,TRUE,FALSE,NA,NA
"128","@utahjazz let's go https://t.co/EeE6e9FlnP",FALSE,0,"utahjazz",2018-05-06 22:31:08,FALSE,NA,"993256877495644160","18360370","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Romanskiii80",0,FALSE,FALSE,NA,NA
"129","RT @NBA: Looking to even the series 2-2 with a W, the @utahjazz arrive for Game 4 (8pm/et @NBAonTNT). #TakeNote https://t.co/MhwvtQUQIZ",FALSE,0,NA,2018-05-06 22:31:05,FALSE,NA,"993256867370618883",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Levylove1",111,TRUE,FALSE,NA,NA
"130","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:31:04,FALSE,NA,"993256864228900864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tan_mcfly",2642,TRUE,FALSE,NA,NA
"131","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:31:00,FALSE,NA,"993256846420070400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kramerica801",2642,TRUE,FALSE,NA,NA
"132","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:30:49,FALSE,NA,"993256798973976576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thatambergreen",2642,TRUE,FALSE,NA,NA
"133","RT @utahjazz: Ricky Rubio is one of 10 nominees for the @nbacares #NBACommunityAssist award and today is the last day to vote.

RT to cast…",FALSE,0,NA,2018-05-06 22:30:25,FALSE,NA,"993256698616967168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ALVARINSKI_BM",2642,TRUE,FALSE,NA,NA
"134","#NBAPlayoffs action continues tonight at 7:30p/ET on TNT as @HoustonRockets travel to @utahjazz in search of a 3rd… https://t.co/zvMTbczFq2",FALSE,0,NA,2018-05-06 22:30:00,TRUE,NA,"993256593755164672",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TurnerSportsPR",1,FALSE,FALSE,NA,NA
