"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"820","The @sixers are down 3-0 to the @celtics. Anyone jumping on them +550 to win the series?",FALSE,0,NA,2018-05-06 19:48:54,FALSE,NA,"993216051147132935",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BFawkesESPN",0,FALSE,FALSE,NA,NA
"821","@WIPMorningShow new @sixers anthem to light the fire ... Not over yet https://t.co/XmmmrTsiwH #TrustTheProcess",FALSE,0,"WIPMorningShow",2018-05-06 19:48:52,FALSE,NA,"993216043131826176","755679146","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PolytheistBand",0,FALSE,FALSE,NA,NA
"822","Back and better for sure! I‚Äôm not worried. #TrustTheProccess #PHILAUnite @sixers https://t.co/3I1TMCWFgQ",FALSE,0,NA,2018-05-06 19:48:50,FALSE,NA,"993216035649130496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SandersCSS",0,FALSE,FALSE,NA,NA
"823","@CjDankel77 @Liberty_Ballers @sixers Yes because the Eagles were a better team. Atleast we didn't drop confetti before we lost.",FALSE,0,"CjDankel77",2018-05-06 19:47:54,FALSE,"993180227193929728","993215799803482112","4113849281","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nick_Meola11",0,FALSE,FALSE,NA,NA
"824","RT @stephenasmith: Watching these @celtics, I feel like a damn idiot. They are just loaded with players with multi-dimensional skills. Wish‚Ä¶",FALSE,0,NA,2018-05-06 19:47:37,FALSE,NA,"993215728970018816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NikicaBrajnovic",1549,TRUE,FALSE,NA,NA
"825","RT @sixers: ""You can't win all four at once... our focus has to be on Monday.""

#PhilaUnite x #HereTheyCome https://t.co/o1IVUqj4kc",FALSE,0,NA,2018-05-06 19:47:19,FALSE,NA,"993215653074128897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mariososa1238",90,TRUE,FALSE,NA,NA
"826","@sixers @marcobelinelli Win this one so can can at least say it wasn't a sweep Ì†ΩÌ∏ï‚úåÌ†ΩÌ≤Ø",FALSE,3,"sixers",2018-05-06 19:47:06,FALSE,"993215104358334464","993215598061637632","16201775","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DJGayGayOnLine",0,FALSE,FALSE,NA,NA
"827","RT @sixers: .@marcobelinelli talks about remaining focused heading into tomorrow‚Äôs Game 4 vs Boston.

#PhilaUnite x #HereTheyCome https://t‚Ä¶",FALSE,0,NA,2018-05-06 19:47:04,FALSE,NA,"993215591312961536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HedersonRobert",39,TRUE,FALSE,NA,NA
"828","RT @sixers: .@marcobelinelli talks about remaining focused heading into tomorrow‚Äôs Game 4 vs Boston.

#PhilaUnite x #HereTheyCome https://t‚Ä¶",FALSE,0,NA,2018-05-06 19:47:02,FALSE,NA,"993215583545167873",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Laura170178",39,TRUE,FALSE,NA,NA
"829","RT @sixers: .@marcobelinelli talks about remaining focused heading into tomorrow‚Äôs Game 4 vs Boston.

#PhilaUnite x #HereTheyCome https://t‚Ä¶",FALSE,0,NA,2018-05-06 19:47:01,FALSE,NA,"993215578772033537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AwesomeViperGTS",39,TRUE,FALSE,NA,NA
